id	type	timeindex	count	platformtype	needcount	reward	rank
3056	2	37	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3057	2	38	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3058	2	38	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3059	2	39	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3060	2	39	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3061	2	40	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3062	2	40	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3063	2	41	1	2	80	10000_1001_300,30000_7209_4,30000_6004_2	1
3064	2	41	1	2	208	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
3065	3	201	0	2	500	30000_6004_2	1
3066	3	201	0	2	1000	30000_6004_5,30000_3001_4	2
3067	3	201	0	2	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
3068	3	201	0	2	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
3069	3	201	0	2	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
3070	3	201	0	2	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
3071	3	201	0	2	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
3072	3	201	0	2	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
3073	3	202	0	2	500	30000_6004_2	1
3074	3	202	0	2	1000	30000_6004_5,30000_3001_4	2
3075	3	202	0	2	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
3076	3	202	0	2	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
3077	3	202	0	2	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
3078	3	202	0	2	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
3079	3	202	0	2	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
3080	3	202	0	2	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
3081	3	203	0	2	500	30000_6004_2	1
3082	3	203	0	2	1000	30000_6004_5,30000_3001_4	2
3083	3	203	0	2	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
3084	3	203	0	2	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
3085	3	203	0	2	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
3086	3	203	0	2	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
3087	3	203	0	2	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
3088	3	203	0	2	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
3089	3	204	0	2	500	30000_6004_2	1
3090	3	204	0	2	1000	30000_6004_5,30000_3001_4	2
3091	3	204	0	2	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
3092	3	204	0	2	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
3093	3	204	0	2	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
3094	3	204	0	2	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
3095	3	204	0	2	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
3096	3	204	0	2	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
3097	3	205	0	2	500	30000_6004_2	1
3098	3	205	0	2	1000	30000_6004_5,30000_3001_4	2
3099	3	205	0	2	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
3100	3	205	0	2	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
3101	3	205	0	2	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
3102	3	205	0	2	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
3103	3	205	0	2	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
3104	3	205	0	2	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
3105	3	206	0	2	500	30000_6004_2	1
3106	3	206	0	2	1000	30000_6004_5,30000_3001_4	2
3107	3	206	0	2	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
3108	3	206	0	2	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
3109	3	206	0	2	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
3110	3	206	0	2	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
3111	3	206	0	2	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
3112	3	206	0	2	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
3113	3	207	0	2	500	30000_6004_2	1
3114	3	207	0	2	1000	30000_6004_5,30000_3001_4	2
3115	3	207	0	2	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
3116	3	207	0	2	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
3117	3	207	0	2	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
3118	3	207	0	2	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
3119	3	207	0	2	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
3120	3	207	0	2	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
3121	3	208	0	2	500	30000_6004_2	1
3122	3	208	0	2	1000	30000_6004_5,30000_3001_4	2
3123	3	208	0	2	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
3124	3	208	0	2	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
3125	3	208	0	2	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
3126	3	208	0	2	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
3127	3	208	0	2	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
3128	3	208	0	2	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
3129	1	101	0	2	64	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_500	1
3130	1	101	0	2	128	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_1200	2
3131	1	101	0	2	400	10000_1001_960,30000_7224_2,30000_6004_10,30000_7603_8	3
3132	1	101	0	2	800	10000_1001_960,30000_7224_2,30000_6004_20,30000_7603_14	4
3133	1	101	0	2	1040	10000_1001_960,30000_7224_3,30000_6004_20,30000_7209_40	5
3134	1	101	0	2	2000	10000_1001_1500,30000_7224_4,30000_6004_30,30000_7209_50	6
3135	1	101	0	2	3200	10000_1001_2800,30000_7224_5,30000_6004_30,30000_7209_60	7
3136	1	101	0	2	5280	10000_1001_4000,30000_7224_5,30000_6004_40,30000_7209_80	8
3137	1	101	0	2	7992	10000_1001_6500,30000_7224_5,30000_6004_50,30000_7209_120	9
3138	1	102	0	2	64	10000_1001_480,30000_3001_12,30000_3501_12,30000_3801_12	1
3139	1	102	0	2	128	10000_1001_480,30000_7006_2,30000_3001_26,30000_3501_26	2
3140	1	102	0	2	400	10000_1001_960,30000_7006_3,30000_3001_40,30000_3501_40	3
3141	1	102	0	2	800	10000_1001_960,30000_7006_5,30000_3001_60,30000_3501_60	4
3142	1	102	0	2	1040	10000_1001_960,30000_7006_8,30000_6004_20,30000_7209_40	5
3143	1	102	0	2	2000	10000_1001_1500,40000_1013_1,30000_6004_30,30000_7209_50	6
3144	1	102	0	2	3200	10000_1001_2800,40000_2013_1,30000_6004_30,30000_7209_60	7
3145	1	102	0	2	5280	10000_1001_4000,40000_4013_1,30000_6004_40,30000_7209_80	8
3146	1	102	0	2	7992	10000_1001_6500,40000_3013_1,30000_6004_50,30000_7209_120	9
3147	1	103	0	2	64	10000_1001_480,30000_6004_5,30000_7197_10,30000_7501_50	1
3148	1	103	0	2	128	10000_1001_480,30000_6004_5,30000_7197_20,30000_7501_50	2
3149	1	103	0	2	400	10000_1001_960,30000_6004_10,30000_7198_20,30000_7501_100	3
3150	1	103	0	2	800	10000_1001_960,30000_6004_20,30000_7198_20,30000_7501_200	4
3151	1	103	0	2	1040	10000_1001_960,30000_6004_20,30000_7199_30,30000_7501_300	5
3152	1	103	0	2	2000	10000_1001_1500,30000_6004_30,30000_7199_30,30000_7501_500	6
3153	1	103	0	2	3200	10000_1001_2800,30000_6004_30,30000_7220_4,30000_7501_1000	7
3156	1	104	0	2	64	10000_1001_480,70000_1_100,30000_3501_12,30000_3801_12	1
3157	1	104	0	2	128	10000_1001_480,70000_1_100,30000_3001_26,30000_3501_26	2
3158	1	104	0	2	400	10000_1001_960,70000_1_200,30000_3001_40,30000_3501_40	3
3159	1	104	0	2	800	10000_1001_960,70000_1_300,30000_3001_60,30000_3501_60	4
3160	1	104	0	2	1040	10000_1001_960,30000_20101_100,30000_7182_500,30000_7209_40	5
3161	1	104	0	2	2000	10000_1001_1500,30000_20101_300,30000_7182_800,30000_7209_50	6
3162	1	104	0	2	3200	10000_1001_2800,30000_20101_700,30000_7182_1200,30000_7209_60	7
3163	1	104	0	2	5280	10000_1001_4000,30000_7013_1,30000_6004_40,30000_7209_80	8
4001	2	10	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4002	2	10	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4003	2	11	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4004	2	11	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4005	2	12	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4006	2	12	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4007	2	13	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4008	2	13	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4009	2	14	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4010	2	14	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4011	2	15	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4012	2	15	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4013	2	16	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4014	2	16	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4015	2	17	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4016	2	17	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4017	2	18	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4018	2	18	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4019	2	19	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4020	2	19	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4021	2	20	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4022	2	20	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4023	2	21	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4024	2	21	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4025	2	22	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4026	2	22	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4027	2	23	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4028	2	23	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4029	2	24	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4030	2	24	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4031	2	25	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4032	2	25	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4033	2	26	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4034	2	26	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4035	2	27	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4036	2	27	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4037	2	28	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4038	2	28	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4039	2	29	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4040	2	29	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4041	2	30	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4042	2	30	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4043	2	31	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4044	2	31	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4045	2	32	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4046	2	32	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4047	2	33	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4048	2	33	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4049	2	34	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4050	2	34	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4051	2	35	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4052	2	35	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4053	2	36	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4054	2	36	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4055	2	37	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4056	2	37	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4057	2	38	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4058	2	38	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4059	2	39	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4060	2	39	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4061	2	40	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4062	2	40	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4063	2	41	1	7	660	10000_1001_300,30000_7209_4,30000_6004_2	1
4064	2	41	1	7	1716	10000_1001_980,30000_7226_2,30000_6004_8,30000_3001_16	2
4065	3	201	0	7	500	30000_6004_2	1
4066	3	201	0	7	1000	30000_6004_5,30000_3001_4	2
4067	3	201	0	7	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
4068	3	201	0	7	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
4069	3	201	0	7	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
4070	3	201	0	7	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
4071	3	201	0	7	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
4072	3	201	0	7	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
4073	3	202	0	7	500	30000_6004_2	1
4074	3	202	0	7	1000	30000_6004_5,30000_3001_4	2
4075	3	202	0	7	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
4076	3	202	0	7	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
4077	3	202	0	7	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
4078	3	202	0	7	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
4079	3	202	0	7	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
4080	3	202	0	7	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
4081	3	203	0	7	500	30000_6004_2	1
4082	3	203	0	7	1000	30000_6004_5,30000_3001_4	2
4083	3	203	0	7	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
4084	3	203	0	7	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
4085	3	203	0	7	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
4086	3	203	0	7	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
4087	3	203	0	7	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
4088	3	203	0	7	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
4089	3	204	0	7	500	30000_6004_2	1
4090	3	204	0	7	1000	30000_6004_5,30000_3001_4	2
4091	3	204	0	7	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
4092	3	204	0	7	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
4093	3	204	0	7	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
4094	3	204	0	7	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
4095	3	204	0	7	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
4096	3	204	0	7	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
4097	3	205	0	7	500	30000_6004_2	1
4098	3	205	0	7	1000	30000_6004_5,30000_3001_4	2
4099	3	205	0	7	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
4100	3	205	0	7	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
4101	3	205	0	7	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
4102	3	205	0	7	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
4103	3	205	0	7	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
4104	3	205	0	7	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
4105	3	206	0	7	500	30000_6004_2	1
4106	3	206	0	7	1000	30000_6004_5,30000_3001_4	2
4107	3	206	0	7	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
4108	3	206	0	7	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
4109	3	206	0	7	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
4110	3	206	0	7	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
4111	3	206	0	7	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
4112	3	206	0	7	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
4113	3	207	0	7	500	30000_6004_2	1
4114	3	207	0	7	1000	30000_6004_5,30000_3001_4	2
4115	3	207	0	7	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
4116	3	207	0	7	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
4117	3	207	0	7	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
4118	3	207	0	7	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
4119	3	207	0	7	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
4120	3	207	0	7	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
4121	3	208	0	7	500	30000_6004_2	1
4122	3	208	0	7	1000	30000_6004_5,30000_3001_4	2
4123	3	208	0	7	2000	30000_6004_10,30000_3001_6,30000_3501_1	3
4124	3	208	0	7	3000	30000_6004_12,30000_3001_8,30000_3501_3	4
4125	3	208	0	7	5000	30000_6004_15,30000_3001_12,30000_3501_5	5
4126	3	208	0	7	10000	30000_6004_20,30000_3001_14,30000_3501_7	6
4127	3	208	0	7	20000	30000_6004_25,30000_3001_18,30000_3501_9,30000_3801_5	7
4128	3	208	0	7	30000	30000_6004_30,30000_3001_24,30000_3501_11,30000_3801_7	8
4129	1	101	0	7	528	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_500	1
4130	1	101	0	7	1056	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_1200	2
4131	1	101	0	7	3300	10000_1001_960,30000_7224_2,30000_6004_10,30000_7603_8	3
4132	1	101	0	7	6600	10000_1001_960,30000_7224_2,30000_6004_20,30000_7603_14	4
4133	1	101	0	7	8580	10000_1001_960,30000_7224_3,30000_6004_20,30000_7209_40	5
4134	1	101	0	7	16500	10000_1001_1500,30000_7224_4,30000_6004_30,30000_7209_50	6
4135	1	101	0	7	26400	10000_1001_2800,30000_7224_5,30000_6004_30,30000_7209_60	7
4136	1	101	0	7	43560	10000_1001_4000,30000_7224_5,30000_6004_40,30000_7209_80	8
4137	1	101	0	7	65934	10000_1001_6500,30000_7224_5,30000_6004_50,30000_7209_120	9
4138	1	102	0	7	528	10000_1001_480,30000_3001_12,30000_3501_12,30000_3801_12	1
4139	1	102	0	7	1056	10000_1001_480,30000_7006_2,30000_3001_26,30000_3501_26	2
4140	1	102	0	7	3300	10000_1001_960,30000_7006_3,30000_3001_40,30000_3501_40	3
4141	1	102	0	7	6600	10000_1001_960,30000_7006_5,30000_3001_60,30000_3501_60	4
4142	1	102	0	7	8580	10000_1001_960,30000_7006_8,30000_6004_20,30000_7209_40	5
4143	1	102	0	7	16500	10000_1001_1500,40000_1013_1,30000_6004_30,30000_7209_50	6
4144	1	102	0	7	26400	10000_1001_2800,40000_2013_1,30000_6004_30,30000_7209_60	7
4145	1	102	0	7	43560	10000_1001_4000,40000_4013_1,30000_6004_40,30000_7209_80	8
4146	1	102	0	7	65934	10000_1001_6500,40000_3013_1,30000_6004_50,30000_7209_120	9
4147	1	103	0	7	528	10000_1001_480,30000_6004_5,30000_7197_10,30000_7501_50	1
4148	1	103	0	7	1056	10000_1001_480,30000_6004_5,30000_7197_20,30000_7501_50	2
4149	1	103	0	7	3300	10000_1001_960,30000_6004_10,30000_7198_20,30000_7501_100	3
4150	1	103	0	7	6600	10000_1001_960,30000_6004_20,30000_7198_20,30000_7501_200	4
4151	1	103	0	7	8580	10000_1001_960,30000_6004_20,30000_7199_30,30000_7501_300	5
4152	1	103	0	7	16500	10000_1001_1500,30000_6004_30,30000_7199_30,30000_7501_500	6
4153	1	103	0	7	26400	10000_1001_2800,30000_6004_30,30000_7220_4,30000_7501_1000	7
4156	1	104	0	7	528	10000_1001_480,70000_1_100,30000_3501_12,30000_3801_12	1
4157	1	104	0	7	1056	10000_1001_480,70000_1_100,30000_3001_26,30000_3501_26	2
4158	1	104	0	7	3300	10000_1001_960,70000_1_200,30000_3001_40,30000_3501_40	3
4159	1	104	0	7	6600	10000_1001_960,70000_1_300,30000_3001_60,30000_3501_60	4
4160	1	104	0	7	8580	10000_1001_960,30000_20101_100,30000_7182_500,30000_7209_40	5
4161	1	104	0	7	16500	10000_1001_1500,30000_20101_300,30000_7182_800,30000_7209_50	6
4162	1	104	0	7	26400	10000_1001_2800,30000_20101_700,30000_7182_1200,30000_7209_60	7
4163	1	104	0	7	43560	10000_1001_4000,30000_7013_1,30000_6004_40,30000_7209_80	8
